ticket_id,created_at,resolved_at,department,priority,status,issue_type,reporter,assignee,title,description,duration_minutes,satisfaction_score
TKT202401010169,2024-08-15 00:00:00,2024-08-16 20:00:00,市场部,中,待回访,建议,user_1036,agent_2002,工单标题170,这是工单170的详细描述内容,2640.0,
TKT202401010170,2024-11-22 00:00:00,2024-11-24 03:00:00,市场部,高,待处理,性能问题,user_1078,agent_2015,工单标题171,这是工单171的详细描述内容,3060.0,
TKT202401010171,2024-02-04 00:00:00,2024-02-05 06:00:00,运维部,中,已关闭,其他,user_1005,agent_2020,工单标题172,这是工单172的详细描述内容,1800.0,
TKT202401010172,2024-08-18 00:00:00,2024-08-19 23:00:00,客服部,高,待回访,咨询,user_1051,agent_2011,工单标题173,这是工单173的详细描述内容,2820.0,2.0
TKT202401010173,2024-02-28 00:00:00,2024-02-28 03:00:00,财务部,低,待回访,功能异常,user_1034,agent_2009,工单标题174,这是工单174的详细描述内容,180.0,2.0
TKT202401010174,2024-11-09 00:00:00,2024-11-10 12:00:00,财务部,高,待处理,性能问题,user_1010,agent_2015,工单标题175,这是工单175的详细描述内容,2160.0,
TKT202401010175,2024-12-31 00:00:00,2025-01-02 08:00:00,市场部,中,已解决,功能异常,user_1071,agent_2018,工单标题176,这是工单176的详细描述内容,3360.0,
TKT202401010176,2024-06-02 00:00:00,2024-06-02 20:00:00,市场部,高,已解决,需求变更,user_1029,agent_2004,工单标题177,这是工单177的详细描述内容,1200.0,2.0
TKT202401010177,2024-05-01 00:00:00,,人力资源,中,已关闭,需求变更,user_1017,agent_2020,工单标题178,这是工单178的详细描述内容,,1.0
TKT202401010178,2024-06-07 00:00:00,2024-06-09 02:00:00,市场部,低,待回访,建议,user_1099,agent_2014,工单标题179,这是工单179的详细描述内容,3000.0,1.0
TKT202401010179,2024-03-05 00:00:00,2024-03-06 16:00:00,财务部,低,待回访,咨询,user_1017,agent_2018,工单标题180,这是工单180的详细描述内容,2400.0,2.0
TKT202401010180,2024-03-07 00:00:00,2024-03-09 07:00:00,客服部,紧急,待回访,性能问题,user_1039,agent_2006,工单标题181,这是工单181的详细描述内容,3300.0,
TKT202401010181,2024-12-29 00:00:00,2024-12-30 04:00:00,人力资源,中,待处理,权限问题,user_1026,agent_2018,工单标题182,这是工单182的详细描述内容,1680.0,
TKT202401010182,2024-11-16 00:00:00,2024-11-17 14:00:00,客服部,高,待回访,其他,user_1020,agent_2006,工单标题183,这是工单183的详细描述内容,2280.0,5.0
TKT202401010183,2024-06-21 00:00:00,,客服部,紧急,待处理,其他,user_1034,agent_2007,工单标题184,这是工单184的详细描述内容,,4.0
TKT202401010184,2024-11-12 00:00:00,2024-11-12 03:00:00,市场部,中,已解决,投诉,user_1032,agent_2013,工单标题185,这是工单185的详细描述内容,180.0,
TKT202401010185,2024-02-07 00:00:00,,财务部,低,已关闭,数据错误,user_1044,agent_2020,工单标题186,这是工单186的详细描述内容,,
TKT202401010186,2024-06-12 00:00:00,2024-06-13 20:00:00,技术部,中,待回访,需求变更,user_1014,agent_2011,工单标题187,这是工单187的详细描述内容,2640.0,
TKT202401010187,2024-03-03 00:00:00,2024-03-04 10:00:00,技术部,紧急,待处理,权限问题,user_1050,agent_2020,工单标题188,这是工单188的详细描述内容,2040.0,2.0
TKT202401010188,2024-06-16 00:00:00,,技术部,低,待回访,投诉,user_1064,agent_2010,工单标题189,这是工单189的详细描述内容,,1.0
TKT202401010189,2024-07-20 00:00:00,2024-07-22 16:00:00,技术部,高,待回访,咨询,user_1007,agent_2002,工单标题190,这是工单190的详细描述内容,3840.0,
TKT202401010190,2024-11-01 00:00:00,,客服部,紧急,已关闭,性能问题,user_1034,agent_2012,工单标题191,这是工单191的详细描述内容,,3.0
TKT202401010191,2024-01-24 00:00:00,,人力资源,高,已解决,需求变更,user_1037,agent_2003,工单标题192,这是工单192的详细描述内容,,
TKT202401010192,2024-08-18 00:00:00,,人力资源,紧急,处理中,功能异常,user_1051,agent_2012,工单标题193,这是工单193的详细描述内容,,3.0
TKT202401010193,2024-10-12 00:00:00,2024-10-13 22:00:00,技术部,低,待回访,系统故障,user_1006,agent_2002,工单标题194,这是工单194的详细描述内容,2760.0,
TKT202401010194,2024-06-19 00:00:00,2024-06-21 12:00:00,技术部,高,已解决,其他,user_1041,agent_2006,工单标题195,这是工单195的详细描述内容,3600.0,
TKT202401010195,2024-11-11 00:00:00,2024-11-12 14:00:00,人力资源,低,待回访,权限问题,user_1061,agent_2001,工单标题196,这是工单196的详细描述内容,2280.0,
TKT202401010196,2024-12-10 00:00:00,2024-12-10 14:00:00,人力资源,中,待处理,其他,user_1061,agent_2009,工单标题197,这是工单197的详细描述内容,840.0,5.0
TKT202401010197,2024-10-22 00:00:00,2024-10-23 05:00:00,人力资源,低,处理中,需求变更,user_1081,agent_2020,工单标题198,这是工单198的详细描述内容,1740.0,4.0
TKT202401010198,2024-03-16 00:00:00,,市场部,紧急,处理中,系统故障,user_1057,agent_2011,工单标题199,这是工单199的详细描述内容,,4.0
TKT202401010199,2024-12-19 00:00:00,2024-12-20 02:00:00,人力资源,低,待处理,性能问题,user_1067,agent_2007,工单标题200,这是工单200的详细描述内容,1560.0,4.0
TKT202401010200,2024-09-26 00:00:00,2024-09-28 00:00:00,技术部,低,待回访,咨询,user_1070,agent_2012,工单标题201,这是工单201的详细描述内容,2880.0,3.0
TKT202401010201,2024-11-08 00:00:00,,技术部,中,待回访,权限问题,user_1029,agent_2010,工单标题202,这是工单202的详细描述内容,,2.0
TKT202401010202,2024-12-19 00:00:00,2024-12-21 14:00:00,运维部,中,已解决,功能异常,user_1074,agent_2018,工单标题203,这是工单203的详细描述内容,3720.0,
TKT202401010203,2024-07-21 00:00:00,2024-07-22 20:00:00,技术部,中,待处理,权限问题,user_1092,agent_2003,工单标题204,这是工单204的详细描述内容,2640.0,
TKT202401010204,2024-08-14 00:00:00,2024-08-15 08:00:00,技术部,高,待回访,权限问题,user_1072,agent_2009,工单标题205,这是工单205的详细描述内容,1920.0,
TKT202401010205,2024-11-11 00:00:00,,市场部,高,处理中,系统故障,user_1013,agent_2014,工单标题206,这是工单206的详细描述内容,,
TKT202401010206,2024-08-29 00:00:00,2024-08-29 12:00:00,技术部,紧急,待回访,性能问题,user_1053,agent_2016,工单标题207,这是工单207的详细描述内容,720.0,2.0
TKT202401010207,2024-05-27 00:00:00,,客服部,紧急,待回访,数据错误,user_1069,agent_2002,工单标题208,这是工单208的详细描述内容,,2.0
TKT202401010208,2024-08-01 00:00:00,2024-08-01 22:00:00,客服部,低,已关闭,性能问题,user_1096,agent_2010,工单标题209,这是工单209的详细描述内容,1320.0,1.0
TKT202401010209,2024-06-01 00:00:00,2024-06-04 00:00:00,运维部,中,已关闭,需求变更,user_1068,agent_2016,工单标题210,这是工单210的详细描述内容,4320.0,2.0
TKT202401010210,2024-09-15 00:00:00,,客服部,中,处理中,投诉,user_1083,agent_2009,工单标题211,这是工单211的详细描述内容,,1.0
TKT202401010211,2024-06-21 00:00:00,2024-06-22 13:00:00,技术部,高,待回访,建议,user_1055,agent_2017,工单标题212,这是工单212的详细描述内容,2220.0,
TKT202401010212,2024-07-24 00:00:00,,技术部,低,已解决,数据错误,user_1001,agent_2009,工单标题213,这是工单213的详细描述内容,,
TKT202401010213,2024-08-16 00:00:00,2024-08-17 10:00:00,运维部,紧急,已解决,咨询,user_1089,agent_2008,工单标题214,这是工单214的详细描述内容,2040.0,
TKT202401010214,2024-03-01 00:00:00,2024-03-03 11:00:00,财务部,中,待处理,权限问题,user_1048,agent_2020,工单标题215,这是工单215的详细描述内容,3540.0,
TKT202401010215,2024-03-09 00:00:00,,市场部,中,已关闭,需求变更,user_1061,agent_2018,工单标题216,这是工单216的详细描述内容,,2.0
TKT202401010216,2024-05-06 00:00:00,2024-05-06 10:00:00,人力资源,中,待处理,其他,user_1015,agent_2002,工单标题217,这是工单217的详细描述内容,600.0,5.0
TKT202401010217,2024-04-13 00:00:00,,运维部,低,待处理,数据错误,user_1092,agent_2019,工单标题218,这是工单218的详细描述内容,,5.0
TKT202401010218,2024-08-16 00:00:00,2024-08-16 07:00:00,人力资源,低,已关闭,其他,user_1008,agent_2018,工单标题219,这是工单219的详细描述内容,420.0,3.0
TKT202401010219,2024-01-12 00:00:00,,客服部,高,待回访,功能异常,user_1006,agent_2014,工单标题220,这是工单220的详细描述内容,,
TKT202401010220,2024-02-02 00:00:00,2024-02-04 21:00:00,客服部,低,待处理,权限问题,user_1053,agent_2006,工单标题221,这是工单221的详细描述内容,4140.0,4.0
TKT202401010221,2024-07-10 00:00:00,2024-07-12 00:00:00,财务部,低,待处理,需求变更,user_1018,agent_2012,工单标题222,这是工单222的详细描述内容,2880.0,
TKT202401010222,2024-10-02 00:00:00,2024-10-04 02:00:00,市场部,高,待处理,系统故障,user_1039,agent_2015,工单标题223,这是工单223的详细描述内容,3000.0,5.0
TKT202401010223,2024-08-05 00:00:00,2024-08-07 20:00:00,技术部,高,已关闭,咨询,user_1020,agent_2009,工单标题224,这是工单224的详细描述内容,4080.0,
TKT202401010224,2024-02-27 00:00:00,2024-02-27 04:00:00,财务部,紧急,处理中,数据错误,user_1009,agent_2004,工单标题225,这是工单225的详细描述内容,240.0,4.0
TKT202401010225,2024-11-02 00:00:00,,客服部,低,已关闭,数据错误,user_1070,agent_2007,工单标题226,这是工单226的详细描述内容,,1.0
TKT202401010226,2024-03-12 00:00:00,2024-03-14 16:00:00,技术部,中,待回访,其他,user_1099,agent_2011,工单标题227,这是工单227的详细描述内容,3840.0,
TKT202401010227,2024-03-14 00:00:00,,运维部,中,待处理,需求变更,user_1076,agent_2006,工单标题228,这是工单228的详细描述内容,,4.0
TKT202401010228,2024-10-11 00:00:00,,运维部,低,待回访,咨询,user_1090,agent_2014,工单标题229,这是工单229的详细描述内容,,3.0
TKT202401010229,2024-07-11 00:00:00,2024-07-11 23:00:00,财务部,高,处理中,权限问题,user_1091,agent_2005,工单标题230,这是工单230的详细描述内容,1380.0,1.0
TKT202401010230,2024-10-14 00:00:00,2024-10-16 04:00:00,人力资源,高,已关闭,数据错误,user_1033,agent_2007,工单标题231,这是工单231的详细描述内容,3120.0,
TKT202401010231,2024-02-10 00:00:00,2024-02-12 09:00:00,客服部,高,待处理,权限问题,user_1049,agent_2020,工单标题232,这是工单232的详细描述内容,3420.0,1.0
TKT202401010232,2024-04-06 00:00:00,,技术部,中,已解决,系统故障,user_1028,agent_2007,工单标题233,这是工单233的详细描述内容,,1.0
TKT202401010233,2024-09-02 00:00:00,2024-09-03 07:00:00,市场部,高,已关闭,数据错误,user_1071,agent_2011,工单标题234,这是工单234的详细描述内容,1860.0,4.0
TKT202401010234,2024-08-26 00:00:00,2024-08-28 20:00:00,运维部,中,已解决,需求变更,user_1064,agent_2015,工单标题235,这是工单235的详细描述内容,4080.0,
TKT202401010235,2024-08-28 00:00:00,2024-08-29 16:00:00,运维部,中,已关闭,系统故障,user_1073,agent_2008,工单标题236,这是工单236的详细描述内容,2400.0,1.0
TKT202401010236,2024-05-13 00:00:00,2024-05-15 22:00:00,人力资源,低,已解决,性能问题,user_1026,agent_2011,工单标题237,这是工单237的详细描述内容,4200.0,
TKT202401010237,2024-10-18 00:00:00,2024-10-19 07:00:00,市场部,中,已解决,投诉,user_1093,agent_2016,工单标题238,这是工单238的详细描述内容,1860.0,3.0
TKT202401010238,2024-03-27 00:00:00,2024-03-27 17:00:00,财务部,高,待回访,系统故障,user_1068,agent_2002,工单标题239,这是工单239的详细描述内容,1020.0,1.0
TKT202401010239,2024-12-08 00:00:00,2024-12-08 06:00:00,财务部,高,处理中,功能异常,user_1091,agent_2005,工单标题240,这是工单240的详细描述内容,360.0,
TKT202401010240,2024-09-15 00:00:00,2024-09-17 10:00:00,人力资源,低,已关闭,系统故障,user_1001,agent_2018,工单标题241,这是工单241的详细描述内容,3480.0,1.0
TKT202401010241,2024-01-09 00:00:00,2024-01-11 19:00:00,人力资源,中,待处理,需求变更,user_1090,agent_2014,工单标题242,这是工单242的详细描述内容,4020.0,2.0
TKT202401010242,2024-02-24 00:00:00,2024-02-24 12:00:00,技术部,高,待回访,需求变更,user_1033,agent_2012,工单标题243,这是工单243的详细描述内容,720.0,
TKT202401010243,2024-07-22 00:00:00,2024-07-22 10:00:00,财务部,低,待回访,数据错误,user_1090,agent_2008,工单标题244,这是工单244的详细描述内容,600.0,
TKT202401010244,2024-02-11 00:00:00,,财务部,低,待回访,投诉,user_1008,agent_2001,工单标题245,这是工单245的详细描述内容,,1.0
TKT202401010245,2024-09-12 00:00:00,2024-09-14 07:00:00,运维部,紧急,待回访,系统故障,user_1030,agent_2007,工单标题246,这是工单246的详细描述内容,3300.0,5.0
TKT202401010246,2024-08-31 00:00:00,,客服部,中,待回访,其他,user_1085,agent_2002,工单标题247,这是工单247的详细描述内容,,
TKT202401010247,2024-06-10 00:00:00,2024-06-10 02:00:00,人力资源,高,已关闭,功能异常,user_1039,agent_2006,工单标题248,这是工单248的详细描述内容,120.0,5.0
TKT202401010248,2024-07-18 00:00:00,2024-07-20 21:00:00,市场部,高,待处理,需求变更,user_1096,agent_2012,工单标题249,这是工单249的详细描述内容,4140.0,
TKT202401010249,2024-08-11 00:00:00,2024-08-12 05:00:00,运维部,低,已解决,系统故障,user_1082,agent_2009,工单标题250,这是工单250的详细描述内容,1740.0,4.0
TKT202401010250,2024-09-08 00:00:00,2024-09-09 05:00:00,财务部,低,处理中,其他,user_1085,agent_2013,工单标题251,这是工单251的详细描述内容,1740.0,
TKT202401010251,2024-11-12 00:00:00,2024-11-13 13:00:00,市场部,紧急,待处理,权限问题,user_1020,agent_2013,工单标题252,这是工单252的详细描述内容,2220.0,2.0
TKT202401010252,2024-07-18 00:00:00,2024-07-19 16:00:00,客服部,紧急,已解决,投诉,user_1047,agent_2009,工单标题253,这是工单253的详细描述内容,2400.0,
TKT202401010253,2024-02-14 00:00:00,2024-02-14 23:00:00,人力资源,低,待处理,系统故障,user_1012,agent_2012,工单标题254,这是工单254的详细描述内容,1380.0,5.0
TKT202401010254,2024-11-02 00:00:00,2024-11-03 17:00:00,客服部,中,已关闭,建议,user_1100,agent_2003,工单标题255,这是工单255的详细描述内容,2460.0,5.0
TKT202401010255,2024-05-04 00:00:00,,财务部,高,处理中,权限问题,user_1039,agent_2009,工单标题256,这是工单256的详细描述内容,,1.0
TKT202401010256,2024-03-26 00:00:00,,运维部,低,待处理,咨询,user_1033,agent_2008,工单标题257,这是工单257的详细描述内容,,4.0
TKT202401010257,2024-10-31 00:00:00,2024-11-01 01:00:00,技术部,中,待处理,建议,user_1043,agent_2020,工单标题258,这是工单258的详细描述内容,1500.0,
TKT202401010258,2024-06-17 00:00:00,2024-06-19 08:00:00,市场部,高,已解决,咨询,user_1078,agent_2007,工单标题259,这是工单259的详细描述内容,3360.0,2.0
TKT202401010259,2024-07-22 00:00:00,,市场部,低,待回访,数据错误,user_1042,agent_2013,工单标题260,这是工单260的详细描述内容,,
TKT202401010260,2024-07-20 00:00:00,,人力资源,高,待回访,需求变更,user_1024,agent_2018,工单标题261,这是工单261的详细描述内容,,
TKT202401010261,2024-08-24 00:00:00,2024-08-25 02:00:00,运维部,紧急,已关闭,投诉,user_1018,agent_2010,工单标题262,这是工单262的详细描述内容,1560.0,
TKT202401010262,2024-12-03 00:00:00,2024-12-03 19:00:00,财务部,紧急,已关闭,其他,user_1062,agent_2019,工单标题263,这是工单263的详细描述内容,1140.0,5.0
TKT202401010263,2024-12-20 00:00:00,2024-12-22 05:00:00,运维部,紧急,待处理,数据错误,user_1085,agent_2012,工单标题264,这是工单264的详细描述内容,3180.0,
TKT202401010264,2024-11-09 00:00:00,2024-11-09 05:00:00,市场部,低,已解决,建议,user_1014,agent_2001,工单标题265,这是工单265的详细描述内容,300.0,
TKT202401010265,2024-04-23 00:00:00,2024-04-25 17:00:00,人力资源,高,已关闭,咨询,user_1051,agent_2015,工单标题266,这是工单266的详细描述内容,3900.0,5.0
TKT202401010266,2024-12-19 00:00:00,,客服部,低,待处理,权限问题,user_1054,agent_2003,工单标题267,这是工单267的详细描述内容,,
TKT202401010267,2024-03-13 00:00:00,2024-03-14 20:00:00,财务部,高,待回访,投诉,user_1045,agent_2016,工单标题268,这是工单268的详细描述内容,2640.0,
TKT202401010268,2024-12-22 00:00:00,2024-12-24 09:00:00,运维部,紧急,待处理,系统故障,user_1044,agent_2004,工单标题269,这是工单269的详细描述内容,3420.0,2.0
TKT202401010269,2024-05-04 00:00:00,,技术部,中,待回访,建议,user_1060,agent_2008,工单标题270,这是工单270的详细描述内容,,2.0
TKT202401010270,2024-04-05 00:00:00,2024-04-07 07:00:00,市场部,高,已关闭,其他,user_1055,agent_2013,工单标题271,这是工单271的详细描述内容,3300.0,
TKT202401010271,2024-04-19 00:00:00,,市场部,紧急,待回访,功能异常,user_1069,agent_2006,工单标题272,这是工单272的详细描述内容,,
TKT202401010272,2024-04-10 00:00:00,,市场部,低,待回访,咨询,user_1077,agent_2013,工单标题273,这是工单273的详细描述内容,,5.0
TKT202401010273,2024-02-28 00:00:00,2024-02-29 20:00:00,财务部,高,已解决,其他,user_1076,agent_2003,工单标题274,这是工单274的详细描述内容,2640.0,3.0
TKT202401010274,2024-03-01 00:00:00,2024-03-02 06:00:00,技术部,中,处理中,需求变更,user_1050,agent_2014,工单标题275,这是工单275的详细描述内容,1800.0,5.0
TKT202401010275,2024-07-15 00:00:00,,市场部,高,待回访,性能问题,user_1063,agent_2010,工单标题276,这是工单276的详细描述内容,,
TKT202401010276,2024-06-10 00:00:00,2024-06-12 09:00:00,运维部,紧急,已关闭,性能问题,user_1025,agent_2013,工单标题277,这是工单277的详细描述内容,3420.0,5.0
TKT202401010277,2024-11-30 00:00:00,2024-12-02 15:00:00,财务部,低,已关闭,投诉,user_1022,agent_2003,工单标题278,这是工单278的详细描述内容,3780.0,2.0
TKT202401010278,2024-05-29 00:00:00,,人力资源,中,处理中,投诉,user_1073,agent_2016,工单标题279,这是工单279的详细描述内容,,1.0
TKT202401010279,2024-10-20 00:00:00,,人力资源,中,待回访,系统故障,user_1098,agent_2015,工单标题280,这是工单280的详细描述内容,,4.0
TKT202401010280,2024-02-22 00:00:00,,客服部,低,已解决,咨询,user_1012,agent_2015,工单标题281,这是工单281的详细描述内容,,1.0
TKT202401010281,2024-05-01 00:00:00,2024-05-02 02:00:00,人力资源,中,待回访,建议,user_1022,agent_2020,工单标题282,这是工单282的详细描述内容,1560.0,
TKT202401010282,2024-04-15 00:00:00,2024-04-16 02:00:00,人力资源,中,待回访,权限问题,user_1077,agent_2018,工单标题283,这是工单283的详细描述内容,1560.0,
TKT202401010283,2024-12-26 00:00:00,,运维部,紧急,处理中,建议,user_1008,agent_2009,工单标题284,这是工单284的详细描述内容,,2.0
TKT202401010284,2024-12-25 00:00:00,,市场部,中,处理中,建议,user_1063,agent_2005,工单标题285,这是工单285的详细描述内容,,3.0
TKT202401010285,2024-11-17 00:00:00,2024-11-19 05:00:00,客服部,紧急,已关闭,需求变更,user_1096,agent_2009,工单标题286,这是工单286的详细描述内容,3180.0,3.0
TKT202401010286,2024-08-20 00:00:00,2024-08-22 14:00:00,客服部,紧急,已关闭,咨询,user_1009,agent_2018,工单标题287,这是工单287的详细描述内容,3720.0,
TKT202401010287,2024-08-07 00:00:00,2024-08-08 03:00:00,运维部,中,已解决,需求变更,user_1074,agent_2005,工单标题288,这是工单288的详细描述内容,1620.0,4.0
TKT202401010288,2024-06-24 00:00:00,,市场部,低,待处理,功能异常,user_1021,agent_2015,工单标题289,这是工单289的详细描述内容,,4.0
TKT202401010289,2024-04-13 00:00:00,2024-04-13 16:00:00,运维部,高,已解决,功能异常,user_1084,agent_2012,工单标题290,这是工单290的详细描述内容,960.0,
TKT202401010290,2024-07-09 00:00:00,,市场部,中,处理中,建议,user_1084,agent_2003,工单标题291,这是工单291的详细描述内容,,1.0
TKT202401010291,2024-04-19 00:00:00,,人力资源,高,待回访,投诉,user_1002,agent_2001,工单标题292,这是工单292的详细描述内容,,1.0
TKT202401010292,2024-08-04 00:00:00,2024-08-04 16:00:00,技术部,低,待处理,功能异常,user_1014,agent_2011,工单标题293,这是工单293的详细描述内容,960.0,
TKT202401010293,2024-06-02 00:00:00,2024-06-02 17:00:00,技术部,高,待处理,需求变更,user_1073,agent_2001,工单标题294,这是工单294的详细描述内容,1020.0,2.0
TKT202401010294,2024-08-13 00:00:00,2024-08-14 20:00:00,市场部,高,已关闭,其他,user_1088,agent_2015,工单标题295,这是工单295的详细描述内容,2640.0,1.0
TKT202401010295,2024-02-21 00:00:00,2024-02-21 17:00:00,人力资源,低,已解决,建议,user_1041,agent_2005,工单标题296,这是工单296的详细描述内容,1020.0,
TKT202401010296,2024-11-26 00:00:00,,人力资源,中,待处理,权限问题,user_1027,agent_2017,工单标题297,这是工单297的详细描述内容,,2.0
TKT202401010297,2024-07-19 00:00:00,2024-07-20 13:00:00,技术部,低,已关闭,功能异常,user_1031,agent_2016,工单标题298,这是工单298的详细描述内容,2220.0,1.0
TKT202401010298,2024-09-27 00:00:00,2024-09-27 01:00:00,运维部,高,已关闭,其他,user_1054,agent_2012,工单标题299,这是工单299的详细描述内容,60.0,2.0
TKT202401010299,2024-08-29 00:00:00,,客服部,紧急,已解决,数据错误,user_1006,agent_2002,工单标题300,这是工单300的详细描述内容,,4.0
TKT202401010300,2024-09-16 00:00:00,2024-09-17 12:00:00,人力资源,低,已关闭,建议,user_1011,agent_2018,工单标题301,这是工单301的详细描述内容,2160.0,2.0
TKT202401010301,2024-05-22 00:00:00,2024-05-22 10:00:00,人力资源,高,处理中,需求变更,user_1042,agent_2013,工单标题302,这是工单302的详细描述内容,600.0,1.0
TKT202401010302,2024-06-07 00:00:00,2024-06-09 07:00:00,技术部,紧急,处理中,功能异常,user_1056,agent_2004,工单标题303,这是工单303的详细描述内容,3300.0,5.0
TKT202401010303,2024-01-29 00:00:00,2024-01-30 15:00:00,市场部,高,待处理,系统故障,user_1091,agent_2005,工单标题304,这是工单304的详细描述内容,2340.0,2.0
TKT202401010304,2024-09-11 00:00:00,2024-09-12 20:00:00,市场部,中,处理中,咨询,user_1017,agent_2009,工单标题305,这是工单305的详细描述内容,2640.0,1.0
TKT202401010305,2024-01-16 00:00:00,2024-01-17 18:00:00,运维部,紧急,已解决,其他,user_1081,agent_2003,工单标题306,这是工单306的详细描述内容,2520.0,5.0
TKT202401010306,2024-07-03 00:00:00,2024-07-03 07:00:00,人力资源,高,已解决,性能问题,user_1033,agent_2004,工单标题307,这是工单307的详细描述内容,420.0,1.0
TKT202401010307,2024-04-26 00:00:00,,客服部,高,待处理,投诉,user_1047,agent_2013,工单标题308,这是工单308的详细描述内容,,2.0
TKT202401010308,2024-01-19 00:00:00,2024-01-21 22:00:00,市场部,低,处理中,咨询,user_1032,agent_2014,工单标题309,这是工单309的详细描述内容,4200.0,3.0
TKT202401010309,2024-05-18 00:00:00,2024-05-18 09:00:00,客服部,紧急,处理中,数据错误,user_1067,agent_2002,工单标题310,这是工单310的详细描述内容,540.0,1.0
TKT202401010310,2024-08-26 00:00:00,2024-08-27 12:00:00,运维部,中,待处理,需求变更,user_1059,agent_2001,工单标题311,这是工单311的详细描述内容,2160.0,
TKT202401010311,2024-05-29 00:00:00,2024-06-01 00:00:00,市场部,高,已关闭,咨询,user_1076,agent_2016,工单标题312,这是工单312的详细描述内容,4320.0,2.0
TKT202401010312,2024-10-06 00:00:00,,财务部,紧急,处理中,需求变更,user_1045,agent_2001,工单标题313,这是工单313的详细描述内容,,1.0
TKT202401010313,2024-12-02 00:00:00,2024-12-04 00:00:00,市场部,中,待处理,数据错误,user_1068,agent_2008,工单标题314,这是工单314的详细描述内容,2880.0,1.0
TKT202401010314,2024-03-13 00:00:00,,技术部,低,已解决,投诉,user_1096,agent_2003,工单标题315,这是工单315的详细描述内容,,5.0
TKT202401010315,2024-03-09 00:00:00,,人力资源,紧急,已关闭,性能问题,user_1031,agent_2010,工单标题316,这是工单316的详细描述内容,,
TKT202401010316,2024-06-10 00:00:00,2024-06-12 02:00:00,市场部,中,已解决,投诉,user_1035,agent_2008,工单标题317,这是工单317的详细描述内容,3000.0,
TKT202401010317,2024-04-13 00:00:00,2024-04-13 17:00:00,人力资源,紧急,处理中,功能异常,user_1022,agent_2015,工单标题318,这是工单318的详细描述内容,1020.0,4.0
TKT202401010318,2024-03-02 00:00:00,2024-03-04 20:00:00,技术部,低,已解决,投诉,user_1034,agent_2004,工单标题319,这是工单319的详细描述内容,4080.0,
TKT202401010319,2024-12-17 00:00:00,2024-12-18 14:00:00,市场部,紧急,处理中,咨询,user_1019,agent_2003,工单标题320,这是工单320的详细描述内容,2280.0,3.0
TKT202401010320,2024-07-21 00:00:00,,运维部,中,处理中,系统故障,user_1052,agent_2015,工单标题321,这是工单321的详细描述内容,,5.0
TKT202401010321,2024-05-07 00:00:00,2024-05-07 12:00:00,技术部,紧急,待处理,系统故障,user_1100,agent_2008,工单标题322,这是工单322的详细描述内容,720.0,
TKT202401010322,2024-07-24 00:00:00,2024-07-25 23:00:00,市场部,紧急,待回访,其他,user_1034,agent_2003,工单标题323,这是工单323的详细描述内容,2820.0,
TKT202401010323,2024-02-03 00:00:00,2024-02-04 01:00:00,财务部,高,待处理,咨询,user_1016,agent_2002,工单标题324,这是工单324的详细描述内容,1500.0,1.0
TKT202401010324,2024-03-27 00:00:00,2024-03-29 07:00:00,财务部,低,待处理,建议,user_1088,agent_2014,工单标题325,这是工单325的详细描述内容,3300.0,
TKT202401010325,2024-04-19 00:00:00,,财务部,高,待处理,其他,user_1080,agent_2020,工单标题326,这是工单326的详细描述内容,,
TKT202401010326,2024-05-31 00:00:00,2024-06-02 15:00:00,人力资源,低,待处理,功能异常,user_1036,agent_2013,工单标题327,这是工单327的详细描述内容,3780.0,
TKT202401010327,2024-04-12 00:00:00,,人力资源,紧急,已关闭,咨询,user_1062,agent_2018,工单标题328,这是工单328的详细描述内容,,3.0
TKT202401010328,2024-10-16 00:00:00,2024-10-18 16:00:00,运维部,高,待处理,咨询,user_1077,agent_2008,工单标题329,这是工单329的详细描述内容,3840.0,
TKT202401010329,2024-05-23 00:00:00,2024-05-23 07:00:00,财务部,中,待回访,数据错误,user_1021,agent_2004,工单标题330,这是工单330的详细描述内容,420.0,
TKT202401010330,2024-05-03 00:00:00,2024-05-04 10:00:00,市场部,紧急,处理中,其他,user_1050,agent_2012,工单标题331,这是工单331的详细描述内容,2040.0,2.0
TKT202401010331,2024-03-31 00:00:00,2024-04-01 06:00:00,市场部,中,待回访,系统故障,user_1091,agent_2012,工单标题332,这是工单332的详细描述内容,1800.0,5.0
TKT202401010332,2024-03-13 00:00:00,2024-03-16 00:00:00,财务部,中,处理中,投诉,user_1005,agent_2003,工单标题333,这是工单333的详细描述内容,4320.0,
TKT202401010333,2024-11-04 00:00:00,,财务部,紧急,已解决,其他,user_1026,agent_2005,工单标题334,这是工单334的详细描述内容,,
TKT202401010334,2024-03-31 00:00:00,,技术部,高,待处理,需求变更,user_1047,agent_2003,工单标题335,这是工单335的详细描述内容,,
TKT202401010335,2024-12-05 00:00:00,2024-12-07 02:00:00,运维部,中,已解决,性能问题,user_1021,agent_2014,工单标题336,这是工单336的详细描述内容,3000.0,4.0
TKT202401010336,2024-11-28 00:00:00,,人力资源,中,处理中,其他,user_1023,agent_2013,工单标题337,这是工单337的详细描述内容,,
TKT202401010337,2024-12-18 00:00:00,,市场部,紧急,待回访,建议,user_1099,agent_2019,工单标题338,这是工单338的详细描述内容,,
TKT202401010338,2024-11-04 00:00:00,2024-11-05 16:00:00,人力资源,高,待回访,功能异常,user_1064,agent_2005,工单标题339,这是工单339的详细描述内容,2400.0,
