task_id,project_id,task_name,status,priority,assignee,start_date,due_date,progress,estimated_hours,actual_hours
TASK0016005,PRJ0016,任务5: 设计评审,阻塞,低,dev_5023,2024-04-01,2024-01-11,12,100,97
TASK0016006,PRJ0016,任务6: 部署上线,待开始,中,dev_5028,2024-12-10,2024-02-25,48,84,19
TASK0016007,PRJ0016,任务7: 开发实现,阻塞,高,dev_5013,2024-08-31,2024-08-05,66,77,1
TASK0017001,PRJ0017,任务1: 部署上线,待开始,高,dev_5018,2024-02-06,2024-11-18,62,137,17
TASK0017002,PRJ0017,任务2: 需求分析,取消,高,dev_5032,2024-02-26,2024-10-20,47,131,26
TASK0017003,PRJ0017,任务3: 文档编写,已完成,中,dev_5007,2024-06-08,2024-10-25,45,33,71
TASK0017004,PRJ0017,任务4: 部署上线,已完成,中,dev_5035,2024-04-06,2024-10-04,62,62,98
TASK0017005,PRJ0017,任务5: 部署上线,待开始,中,dev_5012,2024-10-31,2024-07-20,54,27,132
TASK0017006,PRJ0017,任务6: 需求分析,取消,中,dev_5016,2024-09-23,2024-09-22,8,105,138
TASK0017007,PRJ0017,任务7: 开发实现,取消,高,dev_5030,2024-12-31,2024-03-27,25,13,152
TASK0017008,PRJ0017,任务8: 部署上线,待开始,中,dev_5002,2024-06-08,2024-07-16,35,72,87
TASK0017009,PRJ0017,任务9: 需求分析,进行中,高,dev_5043,2024-01-04,2024-07-12,85,8,66
TASK0017010,PRJ0017,任务10: 开发实现,待开始,低,dev_5040,2024-11-10,2024-01-25,65,29,131
TASK0017011,PRJ0017,任务11: 测试验证,进行中,高,dev_5004,2024-01-15,2024-03-31,63,104,61
TASK0017012,PRJ0017,任务12: 文档编写,进行中,中,dev_5012,2024-03-26,2024-04-15,100,135,56
TASK0017013,PRJ0017,任务13: 测试验证,取消,中,dev_5004,2024-05-14,2024-04-16,18,106,11
TASK0017014,PRJ0017,任务14: 开发实现,取消,高,dev_5017,2024-08-25,2024-04-29,45,61,83
TASK0017015,PRJ0017,任务15: 设计评审,进行中,中,dev_5049,2024-12-02,2024-07-06,33,158,52
TASK0017016,PRJ0017,任务16: 需求分析,已完成,高,dev_5037,2024-08-27,2024-04-07,98,86,94
TASK0017017,PRJ0017,任务17: 需求分析,进行中,低,dev_5043,2024-06-26,2024-11-10,75,119,75
TASK0017018,PRJ0017,任务18: 设计评审,阻塞,高,dev_5041,2024-07-13,2024-02-01,91,14,156
TASK0017019,PRJ0017,任务19: 部署上线,取消,低,dev_5030,2024-03-21,2024-08-27,32,10,80
TASK0017020,PRJ0017,任务20: 需求分析,已完成,低,dev_5045,2024-05-04,2024-02-28,49,82,23
TASK0017021,PRJ0017,任务21: 需求分析,取消,低,dev_5006,2024-12-25,2024-04-12,55,101,107
TASK0017022,PRJ0017,任务22: 开发实现,待开始,低,dev_5049,2024-03-21,2024-12-23,46,81,44
TASK0017023,PRJ0017,任务23: 测试验证,待开始,高,dev_5027,2024-03-06,2024-10-03,96,155,46
TASK0017024,PRJ0017,任务24: 设计评审,进行中,低,dev_5017,2024-04-14,2024-07-03,59,56,137
TASK0017025,PRJ0017,任务25: 文档编写,取消,中,dev_5037,2024-06-02,2024-07-07,71,152,42
TASK0017026,PRJ0017,任务26: 设计评审,已完成,高,dev_5042,2024-09-04,2024-05-22,62,90,45
TASK0017027,PRJ0017,任务27: 部署上线,已完成,低,dev_5029,2024-08-22,2024-06-30,50,101,80
TASK0017028,PRJ0017,任务28: 需求分析,进行中,低,dev_5050,2024-09-19,2024-12-10,79,93,111
TASK0018001,PRJ0018,任务1: 部署上线,进行中,中,dev_5032,2024-07-27,2024-08-04,44,124,14
TASK0018002,PRJ0018,任务2: 设计评审,待开始,低,dev_5001,2024-02-10,2024-03-26,16,26,62
TASK0018003,PRJ0018,任务3: 设计评审,取消,中,dev_5023,2024-04-17,2024-11-24,99,75,45
TASK0018004,PRJ0018,任务4: 需求分析,已完成,中,dev_5048,2024-09-18,2024-04-19,42,81,84
TASK0018005,PRJ0018,任务5: 测试验证,已完成,低,dev_5033,2024-09-26,2024-12-30,80,67,158
TASK0018006,PRJ0018,任务6: 测试验证,取消,高,dev_5036,2024-12-20,2024-03-06,46,46,95
TASK0018007,PRJ0018,任务7: 开发实现,进行中,高,dev_5040,2024-04-08,2024-06-23,88,71,86
TASK0018008,PRJ0018,任务8: 设计评审,待开始,中,dev_5005,2024-09-07,2024-04-10,87,81,97
TASK0018009,PRJ0018,任务9: 测试验证,待开始,中,dev_5035,2024-10-20,2024-11-23,72,46,65
TASK0018010,PRJ0018,任务10: 测试验证,待开始,中,dev_5031,2024-06-13,2024-07-31,13,12,139
TASK0018011,PRJ0018,任务11: 需求分析,待开始,高,dev_5014,2024-01-11,2024-03-24,22,34,35
TASK0019001,PRJ0019,任务1: 部署上线,已完成,中,dev_5007,2024-04-01,2024-02-19,53,160,131
TASK0019002,PRJ0019,任务2: 设计评审,进行中,高,dev_5010,2024-10-11,2024-06-30,33,33,67
TASK0019003,PRJ0019,任务3: 设计评审,进行中,中,dev_5015,2024-11-17,2024-03-09,52,40,29
TASK0019004,PRJ0019,任务4: 开发实现,已完成,中,dev_5013,2024-08-31,2024-02-24,43,17,68
TASK0019005,PRJ0019,任务5: 开发实现,待开始,低,dev_5026,2024-09-07,2024-10-05,56,134,140
TASK0019006,PRJ0019,任务6: 部署上线,待开始,高,dev_5044,2024-03-04,2024-11-23,45,33,53
TASK0019007,PRJ0019,任务7: 设计评审,阻塞,低,dev_5020,2024-04-05,2024-04-10,22,108,48
TASK0019008,PRJ0019,任务8: 开发实现,已完成,中,dev_5027,2024-11-08,2024-12-14,5,61,49
TASK0019009,PRJ0019,任务9: 文档编写,阻塞,低,dev_5037,2024-12-27,2024-04-06,11,16,87
TASK0019010,PRJ0019,任务10: 测试验证,待开始,低,dev_5030,2024-05-06,2024-03-31,25,148,25
TASK0019011,PRJ0019,任务11: 开发实现,已完成,中,dev_5022,2024-03-11,2024-08-20,71,128,111
TASK0020001,PRJ0020,任务1: 设计评审,阻塞,高,dev_5012,2024-04-20,2024-06-17,54,80,5
TASK0020002,PRJ0020,任务2: 文档编写,取消,高,dev_5001,2024-11-14,2024-11-09,97,144,110
TASK0020003,PRJ0020,任务3: 部署上线,取消,高,dev_5039,2024-07-10,2024-01-07,61,151,111
TASK0020004,PRJ0020,任务4: 测试验证,取消,中,dev_5037,2024-10-19,2024-11-06,72,63,134
TASK0020005,PRJ0020,任务5: 需求分析,取消,低,dev_5008,2024-11-17,2024-10-17,37,151,117
TASK0020006,PRJ0020,任务6: 开发实现,阻塞,高,dev_5012,2024-04-30,2024-12-03,10,10,9
TASK0020007,PRJ0020,任务7: 设计评审,已完成,高,dev_5024,2024-06-21,2024-02-27,63,91,133
TASK0020008,PRJ0020,任务8: 测试验证,进行中,中,dev_5014,2024-06-19,2024-04-14,25,50,121
TASK0020009,PRJ0020,任务9: 需求分析,进行中,低,dev_5050,2024-10-30,2024-11-05,51,112,111
TASK0020010,PRJ0020,任务10: 部署上线,阻塞,低,dev_5024,2024-10-03,2024-05-17,27,25,22
TASK0020011,PRJ0020,任务11: 测试验证,进行中,高,dev_5004,2024-12-30,2024-12-09,88,111,90
TASK0020012,PRJ0020,任务12: 需求分析,已完成,低,dev_5040,2024-05-09,2024-08-24,26,111,93
TASK0020013,PRJ0020,任务13: 文档编写,已完成,低,dev_5013,2024-02-10,2024-01-10,43,98,112
TASK0020014,PRJ0020,任务14: 测试验证,待开始,低,dev_5003,2024-04-14,2024-12-14,7,44,118
TASK0020015,PRJ0020,任务15: 开发实现,取消,中,dev_5003,2024-10-12,2024-11-18,69,156,84
TASK0020016,PRJ0020,任务16: 部署上线,阻塞,低,dev_5029,2024-11-07,2024-04-06,42,141,76
TASK0020017,PRJ0020,任务17: 设计评审,已完成,高,dev_5013,2024-02-21,2024-05-14,72,78,85
TASK0020018,PRJ0020,任务18: 设计评审,待开始,高,dev_5023,2024-12-28,2024-10-07,55,19,108
TASK0020019,PRJ0020,任务19: 设计评审,待开始,低,dev_5033,2024-02-25,2024-10-09,5,77,12
TASK0020020,PRJ0020,任务20: 文档编写,取消,低,dev_5047,2024-11-12,2024-10-26,14,89,31
TASK0020021,PRJ0020,任务21: 开发实现,待开始,中,dev_5001,2024-07-02,2024-01-31,71,97,3
TASK0020022,PRJ0020,任务22: 文档编写,待开始,低,dev_5016,2024-12-11,2024-05-16,61,77,41
TASK0020023,PRJ0020,任务23: 部署上线,阻塞,高,dev_5027,2024-05-10,2024-02-06,23,51,105
TASK0020024,PRJ0020,任务24: 开发实现,阻塞,高,dev_5021,2024-12-20,2024-05-16,88,64,147
TASK0020025,PRJ0020,任务25: 文档编写,进行中,中,dev_5022,2024-04-18,2024-11-03,92,109,3
TASK0021001,PRJ0021,任务1: 设计评审,已完成,高,dev_5035,2024-02-12,2024-08-20,36,78,35
TASK0021002,PRJ0021,任务2: 开发实现,进行中,低,dev_5045,2024-12-25,2024-07-23,67,94,160
TASK0021003,PRJ0021,任务3: 设计评审,阻塞,中,dev_5033,2024-03-31,2024-01-10,72,33,140
TASK0021004,PRJ0021,任务4: 文档编写,取消,高,dev_5011,2024-03-19,2024-06-06,100,106,99
TASK0021005,PRJ0021,任务5: 需求分析,已完成,高,dev_5050,2024-10-01,2024-01-21,77,132,0
TASK0021006,PRJ0021,任务6: 设计评审,待开始,低,dev_5049,2024-08-27,2024-10-27,90,11,155
TASK0021007,PRJ0021,任务7: 测试验证,进行中,中,dev_5007,2024-12-17,2024-06-11,79,27,19
TASK0021008,PRJ0021,任务8: 测试验证,已完成,低,dev_5014,2024-04-30,2024-03-01,56,22,34
TASK0021009,PRJ0021,任务9: 文档编写,已完成,高,dev_5016,2024-09-12,2024-11-02,60,8,136
TASK0021010,PRJ0021,任务10: 测试验证,待开始,中,dev_5042,2024-04-30,2024-08-27,97,130,88
TASK0021011,PRJ0021,任务11: 部署上线,阻塞,高,dev_5050,2024-07-07,2024-04-11,59,30,126
TASK0021012,PRJ0021,任务12: 设计评审,待开始,低,dev_5008,2024-06-14,2024-04-27,30,66,6
TASK0021013,PRJ0021,任务13: 需求分析,进行中,高,dev_5022,2024-07-14,2024-10-21,53,77,113
TASK0021014,PRJ0021,任务14: 开发实现,待开始,高,dev_5016,2024-02-05,2024-02-21,45,31,152
TASK0022001,PRJ0022,任务1: 部署上线,进行中,低,dev_5019,2024-10-03,2024-12-20,38,48,36
TASK0022002,PRJ0022,任务2: 测试验证,阻塞,高,dev_5006,2024-07-07,2024-06-03,27,12,151
TASK0022003,PRJ0022,任务3: 部署上线,待开始,高,dev_5042,2024-11-30,2024-06-08,88,153,30
TASK0022004,PRJ0022,任务4: 设计评审,待开始,中,dev_5025,2024-11-23,2024-06-24,25,105,110
TASK0022005,PRJ0022,任务5: 测试验证,待开始,高,dev_5026,2024-06-05,2024-08-02,90,58,84
TASK0022006,PRJ0022,任务6: 需求分析,已完成,中,dev_5011,2024-04-04,2024-09-20,96,42,54
TASK0022007,PRJ0022,任务7: 设计评审,已完成,低,dev_5014,2024-06-07,2024-09-18,84,90,47
TASK0022008,PRJ0022,任务8: 文档编写,取消,中,dev_5049,2024-11-09,2024-10-17,27,73,152
TASK0022009,PRJ0022,任务9: 测试验证,已完成,中,dev_5030,2024-06-10,2024-10-08,30,64,88
TASK0022010,PRJ0022,任务10: 设计评审,待开始,低,dev_5039,2024-09-11,2024-01-01,87,107,75
TASK0022011,PRJ0022,任务11: 需求分析,阻塞,中,dev_5006,2024-03-14,2024-04-10,88,27,82
TASK0022012,PRJ0022,任务12: 开发实现,待开始,高,dev_5020,2024-05-13,2024-08-23,64,60,2
TASK0022013,PRJ0022,任务13: 测试验证,已完成,高,dev_5007,2024-07-23,2024-04-10,18,135,5
TASK0022014,PRJ0022,任务14: 设计评审,已完成,低,dev_5008,2024-05-09,2024-02-22,2,96,32
TASK0022015,PRJ0022,任务15: 测试验证,取消,低,dev_5026,2024-04-12,2024-07-30,38,50,118
TASK0022016,PRJ0022,任务16: 设计评审,待开始,高,dev_5026,2024-05-13,2024-12-16,40,80,51
TASK0022017,PRJ0022,任务17: 测试验证,阻塞,中,dev_5033,2024-11-27,2024-09-03,78,118,122
TASK0022018,PRJ0022,任务18: 文档编写,已完成,中,dev_5031,2024-11-18,2024-04-05,49,160,131
TASK0023001,PRJ0023,任务1: 文档编写,进行中,高,dev_5006,2024-12-19,2024-04-29,26,64,33
TASK0023002,PRJ0023,任务2: 测试验证,取消,低,dev_5048,2024-10-08,2024-03-10,12,123,0
TASK0023003,PRJ0023,任务3: 设计评审,阻塞,低,dev_5031,2024-03-02,2024-11-04,72,106,18
TASK0023004,PRJ0023,任务4: 开发实现,取消,中,dev_5040,2024-02-18,2024-10-03,45,38,78
TASK0023005,PRJ0023,任务5: 文档编写,阻塞,中,dev_5028,2024-03-04,2024-07-31,94,18,53
TASK0023006,PRJ0023,任务6: 部署上线,已完成,低,dev_5021,2024-12-19,2024-03-17,50,15,107
TASK0023007,PRJ0023,任务7: 部署上线,进行中,高,dev_5033,2024-08-22,2024-10-16,40,111,18
TASK0023008,PRJ0023,任务8: 开发实现,待开始,高,dev_5037,2024-07-13,2024-07-14,8,102,157
TASK0023009,PRJ0023,任务9: 设计评审,取消,高,dev_5011,2024-06-21,2024-08-19,67,19,140
TASK0023010,PRJ0023,任务10: 部署上线,已完成,高,dev_5028,2024-10-18,2024-01-08,24,22,56
TASK0023011,PRJ0023,任务11: 开发实现,阻塞,低,dev_5047,2024-02-06,2024-02-10,23,20,35
TASK0023012,PRJ0023,任务12: 测试验证,进行中,高,dev_5042,2024-03-12,2024-04-29,67,100,146
TASK0023013,PRJ0023,任务13: 开发实现,待开始,低,dev_5044,2024-03-12,2024-10-30,80,47,9
TASK0023014,PRJ0023,任务14: 测试验证,进行中,高,dev_5013,2024-01-24,2024-04-14,31,103,141
TASK0023015,PRJ0023,任务15: 设计评审,进行中,高,dev_5037,2024-10-03,2024-11-12,86,99,17
TASK0023016,PRJ0023,任务16: 需求分析,待开始,高,dev_5041,2024-11-13,2024-10-25,63,128,62
TASK0023017,PRJ0023,任务17: 部署上线,阻塞,低,dev_5011,2024-08-12,2024-10-09,59,107,112
TASK0023018,PRJ0023,任务18: 部署上线,进行中,高,dev_5026,2024-01-04,2024-11-21,70,83,46
TASK0024001,PRJ0024,任务1: 部署上线,阻塞,中,dev_5022,2024-02-23,2024-06-04,32,74,130
TASK0024002,PRJ0024,任务2: 测试验证,已完成,中,dev_5018,2024-04-11,2024-01-13,51,47,5
TASK0024003,PRJ0024,任务3: 测试验证,取消,高,dev_5020,2024-12-12,2024-12-12,71,84,144
TASK0024004,PRJ0024,任务4: 部署上线,待开始,低,dev_5033,2024-12-25,2024-08-12,18,20,44
TASK0024005,PRJ0024,任务5: 部署上线,取消,高,dev_5005,2024-04-16,2024-01-06,97,9,132
TASK0024006,PRJ0024,任务6: 开发实现,进行中,低,dev_5014,2024-10-26,2024-03-02,37,29,148
TASK0024007,PRJ0024,任务7: 文档编写,取消,高,dev_5049,2024-02-08,2024-12-24,81,120,151
TASK0024008,PRJ0024,任务8: 测试验证,进行中,高,dev_5002,2024-11-16,2024-06-21,0,124,71
TASK0024009,PRJ0024,任务9: 部署上线,已完成,高,dev_5019,2024-05-24,2024-05-02,21,120,24
TASK0025001,PRJ0025,任务1: 设计评审,取消,低,dev_5042,2024-01-04,2024-03-13,90,141,71
TASK0025002,PRJ0025,任务2: 文档编写,已完成,高,dev_5027,2024-02-14,2024-12-11,48,159,54
TASK0025003,PRJ0025,任务3: 文档编写,阻塞,高,dev_5018,2024-01-30,2024-09-23,94,142,84
TASK0025004,PRJ0025,任务4: 需求分析,阻塞,高,dev_5009,2024-05-03,2024-09-16,13,58,125
TASK0025005,PRJ0025,任务5: 需求分析,已完成,中,dev_5046,2024-12-06,2024-05-30,9,17,62
TASK0025006,PRJ0025,任务6: 测试验证,阻塞,高,dev_5012,2024-07-31,2024-06-20,76,76,31
TASK0025007,PRJ0025,任务7: 文档编写,已完成,高,dev_5024,2024-09-30,2024-04-17,67,97,21
TASK0025008,PRJ0025,任务8: 测试验证,进行中,中,dev_5032,2024-09-21,2024-02-07,15,113,72
TASK0025009,PRJ0025,任务9: 开发实现,阻塞,中,dev_5033,2024-05-20,2024-09-02,13,56,43
TASK0025010,PRJ0025,任务10: 文档编写,取消,高,dev_5007,2024-01-31,2024-04-01,77,33,86
TASK0025011,PRJ0025,任务11: 部署上线,已完成,低,dev_5008,2024-02-20,2024-10-09,47,142,20
TASK0025012,PRJ0025,任务12: 需求分析,待开始,高,dev_5019,2024-07-15,2024-01-24,16,56,94
TASK0025013,PRJ0025,任务13: 设计评审,已完成,低,dev_5038,2024-07-22,2024-09-17,20,138,151
TASK0025014,PRJ0025,任务14: 需求分析,待开始,中,dev_5004,2024-10-02,2024-02-28,17,70,86
TASK0025015,PRJ0025,任务15: 测试验证,进行中,高,dev_5026,2024-09-10,2024-07-14,50,20,36
TASK0025016,PRJ0025,任务16: 测试验证,待开始,中,dev_5036,2024-10-25,2024-04-02,59,143,142
TASK0025017,PRJ0025,任务17: 部署上线,已完成,中,dev_5033,2024-12-17,2024-08-23,11,147,19
TASK0025018,PRJ0025,任务18: 部署上线,进行中,低,dev_5015,2024-06-06,2024-09-12,85,121,11
TASK0025019,PRJ0025,任务19: 开发实现,待开始,高,dev_5042,2024-05-10,2024-08-30,29,8,160
TASK0025020,PRJ0025,任务20: 部署上线,待开始,高,dev_5034,2024-03-25,2024-02-18,27,37,20
TASK0025021,PRJ0025,任务21: 文档编写,已完成,低,dev_5012,2024-06-08,2024-11-18,11,85,59
TASK0025022,PRJ0025,任务22: 需求分析,已完成,中,dev_5020,2024-07-14,2024-10-17,59,144,160
TASK0025023,PRJ0025,任务23: 部署上线,已完成,高,dev_5021,2024-10-15,2024-07-30,28,84,148
TASK0026001,PRJ0026,任务1: 需求分析,待开始,高,dev_5038,2024-08-19,2024-08-02,67,65,63
TASK0026002,PRJ0026,任务2: 开发实现,已完成,高,dev_5004,2024-05-12,2024-02-23,79,101,22
TASK0026003,PRJ0026,任务3: 文档编写,待开始,高,dev_5041,2024-01-23,2024-04-19,3,121,99
TASK0026004,PRJ0026,任务4: 测试验证,待开始,中,dev_5001,2024-07-17,2024-12-25,13,107,102
TASK0026005,PRJ0026,任务5: 部署上线,已完成,中,dev_5020,2024-12-19,2024-10-02,86,42,7
TASK0026006,PRJ0026,任务6: 部署上线,取消,中,dev_5009,2024-09-28,2024-06-07,98,141,18
TASK0026007,PRJ0026,任务7: 部署上线,待开始,低,dev_5025,2024-10-20,2024-07-20,77,43,57
TASK0026008,PRJ0026,任务8: 开发实现,已完成,中,dev_5004,2024-06-16,2024-07-08,56,44,79
TASK0026009,PRJ0026,任务9: 测试验证,阻塞,高,dev_5006,2024-04-23,2024-10-19,52,58,103
TASK0026010,PRJ0026,任务10: 设计评审,待开始,低,dev_5038,2024-02-08,2024-07-27,0,77,149
TASK0026011,PRJ0026,任务11: 文档编写,已完成,高,dev_5031,2024-12-24,2024-03-21,24,25,159
TASK0026012,PRJ0026,任务12: 需求分析,待开始,中,dev_5004,2024-12-23,2024-07-18,54,142,96
TASK0026013,PRJ0026,任务13: 设计评审,阻塞,高,dev_5007,2024-12-23,2024-10-06,46,150,147
TASK0026014,PRJ0026,任务14: 设计评审,已完成,低,dev_5017,2024-12-01,2024-01-27,39,131,10
TASK0026015,PRJ0026,任务15: 开发实现,阻塞,高,dev_5011,2024-08-01,2024-06-11,49,96,98
TASK0026016,PRJ0026,任务16: 文档编写,已完成,高,dev_5044,2024-08-07,2024-06-10,50,107,107
TASK0026017,PRJ0026,任务17: 测试验证,待开始,中,dev_5030,2024-02-27,2024-02-12,15,43,9
TASK0026018,PRJ0026,任务18: 测试验证,待开始,高,dev_5034,2024-12-18,2024-12-02,2,94,160
TASK0026019,PRJ0026,任务19: 部署上线,取消,高,dev_5049,2024-07-07,2024-10-18,54,133,150
TASK0026020,PRJ0026,任务20: 设计评审,阻塞,高,dev_5024,2024-06-22,2024-03-11,44,125,107
TASK0026021,PRJ0026,任务21: 需求分析,已完成,高,dev_5046,2024-12-30,2024-05-01,24,96,155
TASK0026022,PRJ0026,任务22: 文档编写,取消,低,dev_5017,2024-10-01,2024-01-25,66,114,16
TASK0026023,PRJ0026,任务23: 部署上线,阻塞,低,dev_5049,2024-12-08,2024-12-19,81,140,48
TASK0026024,PRJ0026,任务24: 需求分析,已完成,高,dev_5018,2024-03-15,2024-03-23,75,134,138
TASK0026025,PRJ0026,任务25: 开发实现,进行中,高,dev_5008,2024-12-19,2024-12-19,0,24,61
TASK0026026,PRJ0026,任务26: 设计评审,取消,低,dev_5037,2024-04-21,2024-01-05,72,11,71
TASK0026027,PRJ0026,任务27: 需求分析,待开始,高,dev_5032,2024-08-03,2024-06-25,70,87,145
TASK0026028,PRJ0026,任务28: 文档编写,待开始,高,dev_5020,2024-01-22,2024-06-22,55,93,0
TASK0026029,PRJ0026,任务29: 设计评审,已完成,中,dev_5036,2024-09-07,2024-01-20,86,19,156
TASK0027001,PRJ0027,任务1: 部署上线,待开始,高,dev_5044,2024-08-24,2024-11-04,72,9,69
TASK0027002,PRJ0027,任务2: 测试验证,进行中,中,dev_5039,2024-02-04,2024-10-31,97,155,28
TASK0027003,PRJ0027,任务3: 部署上线,进行中,低,dev_5027,2024-05-16,2024-09-28,96,146,48
TASK0027004,PRJ0027,任务4: 测试验证,进行中,中,dev_5038,2024-07-31,2024-02-10,52,57,99
TASK0027005,PRJ0027,任务5: 测试验证,阻塞,高,dev_5030,2024-12-29,2024-08-22,40,55,153
TASK0027006,PRJ0027,任务6: 测试验证,取消,低,dev_5020,2024-12-10,2024-04-02,88,106,159
TASK0027007,PRJ0027,任务7: 需求分析,已完成,中,dev_5046,2024-10-03,2024-11-19,78,126,138
TASK0027008,PRJ0027,任务8: 部署上线,待开始,低,dev_5041,2024-05-15,2024-02-19,88,43,66
TASK0027009,PRJ0027,任务9: 开发实现,进行中,中,dev_5049,2024-08-29,2024-01-19,46,17,136
TASK0027010,PRJ0027,任务10: 测试验证,已完成,中,dev_5003,2024-06-13,2024-08-08,20,75,75
TASK0027011,PRJ0027,任务11: 部署上线,待开始,低,dev_5048,2024-10-01,2024-09-29,84,106,113
TASK0027012,PRJ0027,任务12: 部署上线,取消,低,dev_5024,2024-01-13,2024-02-21,28,154,28
TASK0027013,PRJ0027,任务13: 部署上线,进行中,低,dev_5030,2024-02-01,2024-08-12,35,28,76
TASK0027014,PRJ0027,任务14: 设计评审,待开始,高,dev_5016,2024-05-21,2024-11-15,84,145,79
TASK0027015,PRJ0027,任务15: 设计评审,取消,低,dev_5012,2024-10-06,2024-12-05,97,27,79
TASK0028001,PRJ0028,任务1: 开发实现,阻塞,高,dev_5020,2024-08-31,2024-09-29,55,58,91
TASK0028002,PRJ0028,任务2: 测试验证,进行中,高,dev_5027,2024-12-05,2024-03-24,61,66,59
TASK0028003,PRJ0028,任务3: 需求分析,取消,低,dev_5037,2024-01-06,2024-05-03,39,89,75
TASK0028004,PRJ0028,任务4: 开发实现,阻塞,低,dev_5033,2024-05-25,2024-05-07,97,53,16
TASK0028005,PRJ0028,任务5: 文档编写,待开始,低,dev_5021,2024-05-31,2024-11-03,49,151,107
TASK0029001,PRJ0029,任务1: 测试验证,阻塞,低,dev_5043,2024-04-06,2024-01-30,100,128,144
TASK0029002,PRJ0029,任务2: 需求分析,取消,低,dev_5005,2024-12-21,2024-10-19,78,136,71
TASK0029003,PRJ0029,任务3: 测试验证,阻塞,中,dev_5005,2024-08-26,2024-01-10,76,155,95
TASK0029004,PRJ0029,任务4: 需求分析,待开始,高,dev_5014,2024-12-31,2024-06-28,51,49,81
TASK0029005,PRJ0029,任务5: 测试验证,阻塞,高,dev_5005,2024-01-30,2024-11-16,76,16,36
TASK0029006,PRJ0029,任务6: 部署上线,待开始,中,dev_5030,2024-10-29,2024-12-25,43,103,5
TASK0029007,PRJ0029,任务7: 需求分析,待开始,中,dev_5020,2024-05-20,2024-02-07,44,117,97
TASK0029008,PRJ0029,任务8: 文档编写,进行中,高,dev_5024,2024-08-17,2024-03-21,63,103,111
TASK0030001,PRJ0030,任务1: 设计评审,待开始,高,dev_5008,2024-08-18,2024-06-12,69,153,45
TASK0030002,PRJ0030,任务2: 部署上线,进行中,低,dev_5045,2024-01-12,2024-06-13,24,125,7
TASK0030003,PRJ0030,任务3: 需求分析,进行中,低,dev_5031,2024-12-28,2024-07-19,89,15,116
TASK0030004,PRJ0030,任务4: 设计评审,待开始,低,dev_5014,2024-03-19,2024-05-22,66,57,36
TASK0030005,PRJ0030,任务5: 设计评审,阻塞,中,dev_5024,2024-08-03,2024-09-08,60,77,96
TASK0030006,PRJ0030,任务6: 测试验证,取消,中,dev_5014,2024-04-05,2024-05-21,14,83,129
TASK0030007,PRJ0030,任务7: 开发实现,进行中,中,dev_5042,2024-10-14,2024-11-05,65,148,9
TASK0030008,PRJ0030,任务8: 测试验证,阻塞,中,dev_5031,2024-11-20,2024-05-26,55,96,135
TASK0030009,PRJ0030,任务9: 开发实现,阻塞,低,dev_5024,2024-07-20,2024-06-02,46,30,148
TASK0031001,PRJ0031,任务1: 开发实现,进行中,中,dev_5037,2024-05-03,2024-05-15,49,145,32
TASK0031002,PRJ0031,任务2: 文档编写,取消,低,dev_5036,2024-07-04,2024-02-16,51,96,36
TASK0031003,PRJ0031,任务3: 设计评审,取消,中,dev_5014,2024-06-16,2024-02-25,11,148,119
TASK0031004,PRJ0031,任务4: 测试验证,取消,中,dev_5016,2024-05-12,2024-11-17,8,78,72
TASK0031005,PRJ0031,任务5: 部署上线,阻塞,低,dev_5032,2024-08-13,2024-06-02,56,112,50
TASK0031006,PRJ0031,任务6: 部署上线,阻塞,低,dev_5047,2024-02-09,2024-01-10,24,25,134
TASK0031007,PRJ0031,任务7: 部署上线,阻塞,高,dev_5032,2024-09-06,2024-10-18,53,22,104
TASK0031008,PRJ0031,任务8: 文档编写,取消,低,dev_5034,2024-12-08,2024-07-14,56,80,44
TASK0031009,PRJ0031,任务9: 需求分析,已完成,低,dev_5045,2024-01-16,2024-12-06,41,128,136
TASK0031010,PRJ0031,任务10: 开发实现,阻塞,高,dev_5010,2024-02-05,2024-07-26,26,75,104
TASK0032001,PRJ0032,任务1: 需求分析,取消,低,dev_5026,2024-06-11,2024-02-28,44,67,21
TASK0032002,PRJ0032,任务2: 设计评审,待开始,中,dev_5005,2024-12-12,2024-04-29,91,141,32
TASK0032003,PRJ0032,任务3: 文档编写,取消,低,dev_5042,2024-09-04,2024-11-15,6,144,110
TASK0032004,PRJ0032,任务4: 文档编写,取消,中,dev_5021,2024-02-25,2024-11-23,32,119,104
TASK0032005,PRJ0032,任务5: 需求分析,待开始,中,dev_5001,2024-06-28,2024-10-17,30,114,118
TASK0032006,PRJ0032,任务6: 需求分析,待开始,低,dev_5022,2024-07-08,2024-12-20,21,55,99
TASK0032007,PRJ0032,任务7: 开发实现,待开始,低,dev_5009,2024-05-14,2024-07-16,47,93,39
TASK0032008,PRJ0032,任务8: 文档编写,取消,中,dev_5046,2024-09-05,2024-10-14,57,58,81
TASK0032009,PRJ0032,任务9: 需求分析,阻塞,低,dev_5016,2024-03-12,2024-01-03,23,48,118
TASK0032010,PRJ0032,任务10: 文档编写,待开始,高,dev_5014,2024-11-30,2024-02-11,64,20,15
TASK0032011,PRJ0032,任务11: 设计评审,待开始,低,dev_5018,2024-11-03,2024-09-22,6,16,136
TASK0032012,PRJ0032,任务12: 开发实现,阻塞,低,dev_5021,2024-06-19,2024-07-03,57,132,63
TASK0032013,PRJ0032,任务13: 开发实现,进行中,高,dev_5036,2024-04-02,2024-04-27,77,25,48
