product_id,product_name,category_l1,category_l2,cost_price,launch_date,status
P0362,T恤 Pro版,服装鞋帽,男装,599.6,2022-09-06,在售
P0363,T恤 Plus版,服装鞋帽,男装,616.26,2022-11-18,在售
P0364,T恤 迷你版,服装鞋帽,男装,291.08,2023-09-19,缺货
P0365,衬衫 标准版,服装鞋帽,男装,670.8,2023-07-29,在售
P0366,衬衫 升级版,服装鞋帽,男装,557.7,2022-06-27,在售
P0367,衬衫 豪华版,服装鞋帽,男装,456.2,2023-11-29,在售
P0368,衬衫 青春版,服装鞋帽,男装,609.9,2022-09-10,在售
P0369,衬衫 Pro版,服装鞋帽,男装,315.14,2022-10-23,在售
P0370,衬衫 Plus版,服装鞋帽,男装,569.42,2023-07-28,缺货
P0371,衬衫 迷你版,服装鞋帽,男装,577.09,2023-11-24,在售
P0372,衬衫 大容量版,服装鞋帽,男装,697.57,2022-05-30,在售
P0373,裤子 标准版,服装鞋帽,男装,607.54,2023-11-03,在售
P0374,裤子 升级版,服装鞋帽,男装,335.81,2023-07-30,在售
P0375,裤子 豪华版,服装鞋帽,男装,130.48,2022-09-06,在售
P0376,裤子 青春版,服装鞋帽,男装,635.92,2022-04-13,在售
P0377,裤子 Pro版,服装鞋帽,男装,465.3,2022-01-06,下架
P0378,外套 标准版,服装鞋帽,男装,423.43,2023-05-04,在售
P0379,外套 升级版,服装鞋帽,男装,553.63,2022-03-02,缺货
P0380,外套 豪华版,服装鞋帽,男装,87.21,2022-02-08,缺货
P0381,外套 青春版,服装鞋帽,男装,185.51,2022-02-07,下架
P0382,羽绒服 标准版,服装鞋帽,男装,540.77,2022-10-24,缺货
P0383,羽绒服 升级版,服装鞋帽,男装,19.23,2022-12-10,在售
P0384,羽绒服 豪华版,服装鞋帽,男装,835.4,2022-05-18,缺货
P0385,羽绒服 青春版,服装鞋帽,男装,326.29,2022-06-16,在售
P0386,羽绒服 Pro版,服装鞋帽,男装,602.94,2022-12-12,在售
P0387,羽绒服 Plus版,服装鞋帽,男装,539.58,2023-10-17,缺货
P0388,连衣裙 标准版,服装鞋帽,女装,333.41,2022-07-09,下架
P0389,连衣裙 升级版,服装鞋帽,女装,494.65,2023-01-28,在售
P0390,连衣裙 豪华版,服装鞋帽,女装,779.23,2023-08-10,在售
P0391,连衣裙 青春版,服装鞋帽,女装,600.2,2022-05-02,在售
P0392,连衣裙 Pro版,服装鞋帽,女装,155.32,2023-12-22,在售
P0393,连衣裙 Plus版,服装鞋帽,女装,616.24,2023-01-12,在售
P0394,T恤 标准版,服装鞋帽,女装,780.89,2023-09-13,在售
P0395,T恤 升级版,服装鞋帽,女装,713.51,2023-11-12,在售
P0396,T恤 豪华版,服装鞋帽,女装,693.24,2022-03-25,在售
P0397,T恤 青春版,服装鞋帽,女装,407.69,2022-04-25,在售
P0398,半身裙 标准版,服装鞋帽,女装,624.76,2022-06-18,在售
P0399,半身裙 升级版,服装鞋帽,女装,343.59,2023-08-21,在售
P0400,半身裙 豪华版,服装鞋帽,女装,720.61,2022-05-16,在售
P0401,半身裙 青春版,服装鞋帽,女装,290.48,2022-11-12,在售
P0402,半身裙 Pro版,服装鞋帽,女装,390.83,2023-08-16,在售
P0403,半身裙 Plus版,服装鞋帽,女装,394.79,2022-03-03,缺货
P0404,半身裙 迷你版,服装鞋帽,女装,83.08,2023-02-23,在售
P0405,外套 标准版,服装鞋帽,女装,799.9,2023-03-07,在售
P0406,外套 升级版,服装鞋帽,女装,715.87,2023-01-22,在售
P0407,外套 豪华版,服装鞋帽,女装,616.76,2023-11-01,缺货
P0408,外套 青春版,服装鞋帽,女装,136.48,2022-05-11,在售
P0409,大衣 标准版,服装鞋帽,女装,787.04,2023-04-20,在售
P0410,大衣 升级版,服装鞋帽,女装,462.09,2022-09-11,在售
P0411,大衣 豪华版,服装鞋帽,女装,113.94,2022-04-26,在售
P0412,大衣 青春版,服装鞋帽,女装,582.78,2022-01-17,在售
P0413,儿童T恤 标准版,服装鞋帽,童装,69.44,2023-12-22,缺货
P0414,儿童T恤 升级版,服装鞋帽,童装,157.95,2023-07-07,在售
P0415,儿童T恤 豪华版,服装鞋帽,童装,541.31,2022-10-24,在售
P0416,儿童裤子 标准版,服装鞋帽,童装,500.24,2022-11-25,在售
P0417,儿童裤子 升级版,服装鞋帽,童装,916.15,2023-02-28,在售
P0418,儿童裤子 豪华版,服装鞋帽,童装,75.45,2022-06-29,在售
P0419,儿童裤子 青春版,服装鞋帽,童装,357.88,2023-10-21,在售
P0420,儿童裤子 Pro版,服装鞋帽,童装,586.31,2022-06-02,在售
P0421,儿童裤子 Plus版,服装鞋帽,童装,164.0,2022-08-19,在售
P0422,儿童裤子 迷你版,服装鞋帽,童装,684.87,2023-07-30,在售
P0423,儿童裤子 大容量版,服装鞋帽,童装,355.76,2022-09-19,在售
P0424,儿童外套 标准版,服装鞋帽,童装,73.3,2023-07-03,在售
P0425,儿童外套 升级版,服装鞋帽,童装,145.08,2023-09-10,在售
P0426,儿童外套 豪华版,服装鞋帽,童装,81.92,2023-11-19,在售
P0427,儿童外套 青春版,服装鞋帽,童装,482.09,2022-01-16,在售
P0428,儿童外套 Pro版,服装鞋帽,童装,187.5,2023-05-06,缺货
P0429,儿童外套 Plus版,服装鞋帽,童装,641.4,2022-09-03,在售
P0430,儿童外套 迷你版,服装鞋帽,童装,600.46,2023-01-03,在售
P0431,儿童外套 大容量版,服装鞋帽,童装,367.18,2023-04-26,在售
P0432,儿童鞋 标准版,服装鞋帽,童装,702.0,2023-07-31,缺货
P0433,儿童鞋 升级版,服装鞋帽,童装,452.26,2023-08-22,在售
P0434,儿童鞋 豪华版,服装鞋帽,童装,284.38,2023-01-24,在售
P0435,儿童鞋 青春版,服装鞋帽,童装,216.85,2022-12-12,在售
P0436,儿童鞋 Pro版,服装鞋帽,童装,852.75,2023-05-18,在售
P0437,运动鞋 标准版,服装鞋帽,鞋,539.39,2023-05-16,在售
P0438,运动鞋 升级版,服装鞋帽,鞋,931.5,2023-06-21,在售
P0439,运动鞋 豪华版,服装鞋帽,鞋,870.24,2022-01-07,在售
P0440,运动鞋 青春版,服装鞋帽,鞋,594.75,2022-01-10,在售
P0441,运动鞋 Pro版,服装鞋帽,鞋,290.56,2023-09-24,缺货
P0442,运动鞋 Plus版,服装鞋帽,鞋,403.0,2023-02-26,在售
P0443,运动鞋 迷你版,服装鞋帽,鞋,387.64,2022-01-18,在售
P0444,运动鞋 大容量版,服装鞋帽,鞋,557.13,2022-07-03,在售
P0445,皮鞋 标准版,服装鞋帽,鞋,375.99,2022-09-16,在售
P0446,皮鞋 升级版,服装鞋帽,鞋,215.75,2023-02-20,在售
P0447,皮鞋 豪华版,服装鞋帽,鞋,231.45,2022-03-24,在售
P0448,凉鞋 标准版,服装鞋帽,鞋,489.77,2023-07-20,在售
P0449,凉鞋 升级版,服装鞋帽,鞋,587.88,2023-03-21,在售
P0450,凉鞋 豪华版,服装鞋帽,鞋,353.73,2023-06-25,缺货
P0451,凉鞋 青春版,服装鞋帽,鞋,241.37,2023-08-04,在售
P0452,凉鞋 Pro版,服装鞋帽,鞋,37.55,2023-07-11,在售
P0453,凉鞋 Plus版,服装鞋帽,鞋,46.62,2022-08-01,在售
P0454,凉鞋 迷你版,服装鞋帽,鞋,695.66,2022-03-20,在售
P0455,凉鞋 大容量版,服装鞋帽,鞋,487.16,2023-11-25,缺货
P0456,拖鞋 标准版,服装鞋帽,鞋,365.75,2023-12-07,在售
P0457,拖鞋 升级版,服装鞋帽,鞋,526.96,2023-03-24,在售
P0458,拖鞋 豪华版,服装鞋帽,鞋,77.06,2023-09-02,在售
P0459,拖鞋 青春版,服装鞋帽,鞋,476.3,2023-04-07,在售
P0460,拖鞋 Pro版,服装鞋帽,鞋,372.97,2023-11-28,在售
P0461,靴子 标准版,服装鞋帽,鞋,85.98,2024-01-01,在售
P0462,靴子 升级版,服装鞋帽,鞋,214.13,2022-06-07,在售
P0463,靴子 豪华版,服装鞋帽,鞋,211.09,2022-11-12,在售
P0464,靴子 青春版,服装鞋帽,鞋,493.89,2023-03-18,在售
P0465,靴子 Pro版,服装鞋帽,鞋,439.36,2022-12-29,在售
P0466,靴子 Plus版,服装鞋帽,鞋,573.99,2022-01-13,在售
P0467,哑铃 标准版,运动户外,健身器材,966.29,2022-09-06,在售
P0468,哑铃 升级版,运动户外,健身器材,187.22,2022-11-05,在售
P0469,哑铃 豪华版,运动户外,健身器材,142.92,2022-11-03,在售
P0470,哑铃 青春版,运动户外,健身器材,86.32,2023-10-03,在售
P0471,哑铃 Pro版,运动户外,健身器材,668.92,2022-01-07,缺货
P0472,哑铃 Plus版,运动户外,健身器材,401.14,2022-12-04,在售
P0473,跑步机 标准版,运动户外,健身器材,1076.57,2022-05-20,在售
P0474,跑步机 升级版,运动户外,健身器材,741.46,2022-07-01,下架
P0475,跑步机 豪华版,运动户外,健身器材,944.84,2023-05-18,下架
P0476,跑步机 青春版,运动户外,健身器材,781.74,2023-02-07,在售
P0477,跑步机 Pro版,运动户外,健身器材,858.33,2022-07-04,在售
P0478,跑步机 Plus版,运动户外,健身器材,763.89,2023-12-27,在售
P0479,动感单车 标准版,运动户外,健身器材,701.65,2023-02-23,在售
P0480,动感单车 升级版,运动户外,健身器材,149.31,2022-06-07,在售
P0481,动感单车 豪华版,运动户外,健身器材,668.95,2023-05-06,在售
P0482,动感单车 青春版,运动户外,健身器材,733.04,2023-03-05,在售
P0483,动感单车 Pro版,运动户外,健身器材,806.34,2023-07-04,在售
P0484,瑜伽垫 标准版,运动户外,健身器材,116.46,2022-06-20,在售
P0485,瑜伽垫 升级版,运动户外,健身器材,81.51,2023-02-14,下架
P0486,瑜伽垫 豪华版,运动户外,健身器材,436.5,2022-04-11,在售
P0487,拉力器 标准版,运动户外,健身器材,851.83,2022-08-15,在售
P0488,拉力器 升级版,运动户外,健身器材,505.7,2023-05-28,在售
P0489,拉力器 豪华版,运动户外,健身器材,1087.2,2022-03-29,在售
P0490,拉力器 青春版,运动户外,健身器材,833.29,2023-04-12,在售
P0491,拉力器 Pro版,运动户外,健身器材,533.04,2023-12-15,在售
P0492,拉力器 Plus版,运动户外,健身器材,67.11,2022-01-24,在售
P0493,拉力器 迷你版,运动户外,健身器材,788.01,2022-09-07,在售
P0494,篮球 标准版,运动户外,球类,196.21,2022-08-26,在售
P0495,篮球 升级版,运动户外,球类,579.3,2023-02-10,在售
P0496,篮球 豪华版,运动户外,球类,569.31,2023-02-03,在售
P0497,篮球 青春版,运动户外,球类,219.1,2022-03-06,在售
P0498,篮球 Pro版,运动户外,球类,900.52,2022-07-21,在售
P0499,篮球 Plus版,运动户外,球类,360.25,2023-10-17,在售
P0500,篮球 迷你版,运动户外,球类,411.94,2022-12-27,在售
